ID,Area,City,Restaurant,Price,Avg ratings,Total ratings,Food type,Address,Delivery time,normalized_rating,normalized_price
1016,tarnaka  nacharam & malkajigiri,hyderabad,manus kitchen tiffins,500.0,4.0,20,south indian  combo  sweets,tarnaka  nacharam & malkajigiri,69,0.8,0.29411764705882354
1017,himayath nagar,hyderabad,zorro - milkshakes and thickshakes,300.0,5.0,20,beverages,himayath nagar,46,1.0,0.17647058823529413
1018,tarnaka  nacharam & malkajigiri,hyderabad,hotel tamilnaadu,100.0,2.9,80,south indian,tarnaka  nacharam & malkajigiri,75,0.58,0.058823529411764705
1019,kothapet & dilsukhnagar,hyderabad,bhaijaan's avenue,280.0,2.9,80,"north indian,seafood,indian",kothapet & dilsukhnagar,32,0.58,0.16470588235294117
1020,charminar,hyderabad,bilaad eatery,275.0,2.9,80,pizzas,charminar,53,0.58,0.16176470588235295
1021,tolichowki,hyderabad,sam icecreame and chat center,120.0,2.9,80,beverages  ice cream  salads,tolichowki,75,0.58,0.07058823529411765
1022,kothapet & dilsukhnagar,hyderabad,grillistan,300.0,2.9,80,"arabian,fast food,pizzas,snacks,beverages",kothapet & dilsukhnagar,39,0.58,0.17647058823529413
1023,vanasthalipuram,hyderabad,manna millet restaurant,150.0,2.9,80,south indian,vanasthalipuram,92,0.58,0.08823529411764706
1024,himayath nagar,hyderabad,norfest - the dhaba,250.0,4.2,50,indian,himayath nagar,35,0.8400000000000001,0.14705882352941177
1025,charminar,hyderabad,pista house bakery kotla,200.0,4.3,100,"fast food,continental,pizzas,snacks",charminar,46,0.86,0.11764705882352941
1026,nallakunta & vidyanagar,hyderabad,all about garlic bread,300.0,2.9,80,fast food,nallakunta & vidyanagar,43,0.58,0.17647058823529413
1027, begumpet,hyderabad,the hide away cafe,480.0,2.9,80,chinese,begumpet,67,0.58,0.2823529411764706
1028,kothapet & dilsukhnagar,hyderabad,saleem stores the pan parlour,150.0,2.9,80,paan,kothapet & dilsukhnagar,57,0.58,0.08823529411764706
1029,kothapet & dilsukhnagar,hyderabad,sri dharshani pure veg.tiffin center,300.0,2.9,80,south indian,kothapet & dilsukhnagar,58,0.58,0.17647058823529413
1030,kothapet & dilsukhnagar,hyderabad,al-madina chinese fast food and arabian shawarma,300.0,2.9,80,chinese,kothapet & dilsukhnagar,32,0.58,0.17647058823529413
1031,nallakunta & vidyanagar,hyderabad,brook bite brownie,200.0,2.9,80,desserts,nallakunta & vidyanagar,44,0.58,0.11764705882352941
1032,tarnaka  nacharam & malkajigiri,hyderabad,yummy and cakes fast food,200.0,2.9,80,bakery  snacks,tarnaka  nacharam & malkajigiri,71,0.58,0.11764705882352941
1033,ameerpet,hyderabad,babai tiffins and carries,200.0,2.9,80,south indian,ameerpet,72,0.58,0.11764705882352941
1034,tolichowki,hyderabad,frost n roll,400.0,2.9,80,"ice cream,beverages,fast food",tolichowki,74,0.58,0.23529411764705882
1035,kothapet & dilsukhnagar,hyderabad,military xpress,300.0,2.9,80,south indian,kothapet & dilsukhnagar,73,0.58,0.17647058823529413
1036,himayath nagar,hyderabad,jaihind biryani (no halal),400.0,2.9,80,indian,himayath nagar,36,0.58,0.23529411764705882
1037,himayath nagar,hyderabad,dharu snacks,350.0,2.9,80,"indian,combo",himayath nagar,34,0.58,0.20588235294117646
1038,himayath nagar,hyderabad,bhagyalaxmi dhaba,250.0,2.9,80,indian  chinese  combo,himayath nagar,36,0.58,0.14705882352941177
1039,banjarahills,hyderabad,grand chicken haleem,150.0,2.9,80,hyderabadi,red hills,46,0.58,0.08823529411764706
1040,kothapet & dilsukhnagar,hyderabad,vaishnavi tiffins meals fast food,360.0,2.9,80,chinese,kothapet & dilsukhnagar,49,0.58,0.21176470588235294
1041,ameerpet,hyderabad,raagam foods,300.0,2.9,80,biryani,ameerpet,73,0.58,0.17647058823529413
1042,ameerpet,hyderabad,sonu de snacks,150.0,2.9,80,pizzas  north indian  fast food,ameerpet,77,0.58,0.08823529411764706
1043,banjara hills,hyderabad,bijing chef,180.0,2.9,80,chinese,banjara hills,57,0.58,0.10588235294117647
1044,kothapet & dilsukhnagar,hyderabad,mana inti ruchulu,200.0,2.9,80,indian,kothapet & dilsukhnagar,56,0.58,0.11764705882352941
1045,santoshnagar & saidabad,hyderabad,hotel sahara,200.0,2.9,80,"south indian,chinese,biryani",santoshnagar & saidabad,43,0.58,0.11764705882352941
1046,tarnaka  nacharam & malkajigiri,hyderabad,sm cake o clock bakers,400.0,2.9,80,bakery  fast food,tarnaka  nacharam & malkajigiri,70,0.58,0.23529411764705882
1047,mehdipatnam,hyderabad,food planet restaurant,200.0,2.9,80,"chinese,north indian",mehdipatnam,49,0.58,0.11764705882352941
1048,ameerpet,hyderabad,the tim cafe,200.0,2.9,80,snacks  mexican  pizzas  italian,ameerpet,74,0.58,0.11764705882352941
1049,nallakunta & vidyanagar,hyderabad,food studio,220.0,2.9,80,"indian,chinese,arabian,fast food",nallakunta & vidyanagar,62,0.58,0.12941176470588237
1050,santoshnagar & saidabad,hyderabad,saleem phekus,250.0,2.9,80,"chinese,snacks",santoshnagar & saidabad,37,0.58,0.14705882352941177
1051,ameerpet,hyderabad,assr enterprises,250.0,2.9,80,beverages,ameerpet,74,0.58,0.14705882352941177
1052,santoshnagar & saidabad,hyderabad,ms crunchy bites,200.0,2.9,80,"pizzas,fast food,beverages",santoshnagar & saidabad,46,0.58,0.11764705882352941
1053,himayath nagar,hyderabad,awesome dimsum,600.0,2.9,80,north indian,himayath nagar,33,0.58,0.35294117647058826
1054,himayath nagar,hyderabad,teas n more,150.0,2.9,80,"beverages,fast food,snacks,pizzas,chinese",himayath nagar,41,0.58,0.08823529411764706
1055,tarnaka nacharam & malkajigiri,hyderabad,nallibokka muttonmukka,500.0,2.9,80,"indian,chinese,biryani",tarnaka nacharam & malkajigiri,67,0.58,0.29411764705882354
1056,ameerpet,hyderabad,t-ruchi,2.0,2.9,80,chaat  fast food,ameerpet,64,0.58,0.001176470588235294
1057,charminar,hyderabad,gharib nawaz fast food & biryani,200.0,2.9,80,"chinese,beverages",charminar,50,0.58,0.11764705882352941
1058,ameerpet,hyderabad,sri sai tiffins and chat,250.0,2.9,80,south indian,ameerpet,73,0.58,0.14705882352941177
1059,charminar,hyderabad,mashallah bait al mandi the arabian restaurant,1600.0,2.9,80,north indian,aramghar & sivarampally,79,0.58,0.9411764705882353
1060,charminar,hyderabad,a'la liberty,450.0,4.3,20,"north indian,chinese,biryani",charminar,41,0.86,0.2647058823529412
1061,kothapet & dilsukhnagar,hyderabad,aradhya chinese fast food center,300.0,2.9,80,chinese,kothapet & dilsukhnagar,61,0.58,0.17647058823529413
1062,himayath nagar,hyderabad,kwality wall s frozen dessert & ice cream shop,200.0,2.9,80,"ice cream,desserts",himayath nagar,36,0.58,0.11764705882352941
1063,uppal,hyderabad,saarangi restaurant,590.0,2.9,80,south indian  north indian,uppal,65,0.58,0.34705882352941175
1064,banjara hills,hyderabad,punjab national hotel,800.0,2.9,80,"punjabi,north indian",banjara hills,77,0.58,0.47058823529411764
1065,mehdipatnam,hyderabad,ajooba food court,250.0,2.9,80,"chinese,sweets,beverages",mehdipatnam,53,0.58,0.14705882352941177
1066,himayath nagar,hyderabad,look at me,338.0,2.9,80,"pizzas,snacks,beverages",himayath nagar,33,0.58,0.1988235294117647
1067,uppal,hyderabad,taj bakery,200.0,2.9,80,bakery,uppal,54,0.58,0.11764705882352941
1068,himayath nagar,hyderabad,agra sweet house,180.0,2.9,80,"sweets,snacks",himayath nagar,43,0.58,0.10588235294117647
1069,himayath nagar,hyderabad,rayees shawarma & momos,200.0,2.9,80,"lebanese,chinese",himayath nagar,34,0.58,0.11764705882352941
1070,himayath nagar,hyderabad,kalyug kitchen,250.0,2.9,80,south indian,himayath nagar,38,0.58,0.14705882352941177
1071,nallakunta & vidyanagar,hyderabad,that idly place,150.0,2.9,80,"south indian,indian,snacks",nallakunta & vidyanagar,44,0.58,0.08823529411764706
1072,himayath nagar,hyderabad,new sangam hotel,230.0,2.9,80,"north indian,indian,chinese,snacks",himayath nagar,33,0.58,0.13529411764705881
1073,himayath nagar,hyderabad,sandwich fun,200.0,2.9,80,"pizzas,snacks",himayath nagar,39,0.58,0.11764705882352941
1074,himayath nagar,hyderabad,bake and beans,400.0,2.9,80,"snacks,american,pizzas,pastas,beverages",himayath nagar,36,0.58,0.23529411764705882
1075,himayath nagar,hyderabad,silver spoon,160.0,2.9,80,snacks  combo,himayath nagar,37,0.58,0.09411764705882353
